# Experiment IPTS-35338 Run 223925
# Reduction 2.3.0
# Run title: Sample6_CuOx_dTHF_-0,8_FullQ-223925-1.
# Run start time: 2025-10-27T05:11:14.317615667
# Reduction time: Mon Oct 27 01:16:13 2025
# Q summing: False
# TOF weighted: False
# Bck in Q: False
# Theta offset: 0
# Meta:{"wl_min": 2.4245353875782376, "wl_max": 9.570534424650939, "q_min": 0.008485447452184361, "q_max": 0.03349518731125406, "theta": 0.006462552691642063, "start_time": "2025-10-27T05:11:14.317615667", "experiment": "IPTS-35338", "run_number": "223925", "run_title": "Sample6_CuOx_dTHF_-0,8_FullQ-223925-1.", "norm_run": 223814, "time": "Mon Oct 27 01:16:13 2025", "dq0": 0, "dq_over_q": 0.026097598944039475, "sequence_number": 1, "sequence_id": 223925, "q_summing": false, "scaling_factors": {"a": 4.0, "err_a": 0, "b": 0, "err_b": 0}, "tof_weighted": false, "bck_in_q": false, "theta_offset": 0}
# DataRun   NormRun   TwoTheta(deg)  LambdaMin(A)   LambdaMax(A) Qmin(1/A)    Qmax(1/A)    SF_A         SF_B
# 223925    223814    0.740554       2.42454        9.57053      0.0084       0.0334       4.0          0           
# Q [1/Angstrom]        R                     dR                    dQ [FWHM]            
  0.0085998376056414    1.0123293935405657    0.0224104016669780    0.0002244351128159
  0.0086858359816978    1.1021623201841728    0.0234772769661901    0.0002266794639441
  0.0087726943415147    1.0592924388396350    0.0218441943325817    0.0002289462585835
  0.0088604212849299    1.0052280775231324    0.0200149745830132    0.0002312357211693
  0.0089490254977792    1.0409678759741099    0.0203111114565016    0.0002335480783810
  0.0090385157527570    0.9571955537147595    0.0184206604230199    0.0002358835591648
  0.0091289009102846    1.0404105529002941    0.0191256857685671    0.0002382423947565
  0.0092201899193874    0.9626085624744481    0.0170192054764808    0.0002406248187040
  0.0093123918185813    1.0334166648758767    0.0180140482234315    0.0002430310668911
  0.0094055157367671    1.0043983055718908    0.0172738419541279    0.0002454613775600
  0.0094995708941348    0.9666067074333535    0.0162474326126676    0.0002479159913356
  0.0095945666030761    0.9940999394599834    0.0162360135823848    0.0002503951512490
  0.0096905122691069    0.9969478883376920    0.0160299464398575    0.0002528991027614
  0.0097874173917979    1.0108456453583208    0.0155582453506311    0.0002554280937891
  0.0098852915657159    0.9748907822277155    0.0148426765994161    0.0002579823747270
  0.0099841444813731    1.0258799582610221    0.0150776115554180    0.0002605621984742
  0.0100839859261868    1.0058788984072848    0.0144739615892678    0.0002631678204590
  0.0101848257854487    0.9599791595297924    0.0135762206676593    0.0002657994986636
  0.0102866740433032    0.9887211579425521    0.0135797233147329    0.0002684574936502
  0.0103895407837362    0.9316593044879785    0.0126735249704033    0.0002711420685867
  0.0104934361915736    0.9846969107868245    0.0130809448743618    0.0002738534892726
  0.0105983705534893    0.9969668544332342    0.0129236610082182    0.0002765920241653
  0.0107043542590242    0.9943522524474568    0.0126024852161210    0.0002793579444069
  0.0108113978016144    0.9793695772722376    0.0121763085882569    0.0002821515238510
  0.0109195117796306    0.9940618220653726    0.0119877015227021    0.0002849730390895
  0.0110287068974269    0.9664415275777344    0.0115044132943195    0.0002878227694804
  0.0111389939664011    1.0081444820286114    0.0116822958966464    0.0002907009971752
  0.0112503839060652    1.0227687076312861    0.0116558134305012    0.0002936080071470
  0.0113628877451258    1.0199683469456977    0.0113414808468156    0.0002965440872184
  0.0114765166225771    0.9442159934048391    0.0103788877624484    0.0002995095280906
  0.0115912817888028    0.9966382519156592    0.0106636765004655    0.0003025046233715
  0.0117071946066909    0.9940467649464723    0.0103788627243107    0.0003055296696052
  0.0118242665527578    0.9591833060792666    0.0098446449890409    0.0003085849663013
  0.0119425092182854    0.9801253054068787    0.0099720118954713    0.0003116708159643
  0.0120619343104682    0.9675103538110612    0.0095631060451688    0.0003147875241239
  0.0121825536535729    0.9723579602562273    0.0094515857350769    0.0003179353993652
  0.0123043791901086    0.9839879839714468    0.0093908440642824    0.0003211147533588
  0.0124274229820097    0.9795531005382352    0.0092031977049097    0.0003243259008924
  0.0125516972118298    0.9717159999311433    0.0089178348027736    0.0003275691599014
  0.0126772141839481    0.9620491830141616    0.0086903201417489    0.0003308448515004
  0.0128039863257876    0.9629928684343735    0.0085291257540586    0.0003341533000154
  0.0129320261890455    0.9804066166843245    0.0085657966169267    0.0003374948330155
  0.0130613464509359    0.9193921455878541    0.0081075714080780    0.0003408697813457
  0.0131919599154453    0.8468441330467569    0.0075527620882131    0.0003442784791591
  0.0133238795145997    0.8141154799744347    0.0073109110218302    0.0003477212639507
  0.0134571183097457    0.7704653633468392    0.0069741451743899    0.0003511984765902
  0.0135916894928432    0.7058010871919523    0.0065878603160572    0.0003547104613561
  0.0137276063877716    0.6439268601503695    0.0062001888311772    0.0003582575659697
  0.0138648824516493    0.5805248177929730    0.0057143631764375    0.0003618401416294
  0.0140035312761658    0.5529989492144486    0.0055808088713831    0.0003654585430457
  0.0141435665889275    0.5121915584906279    0.0051879543825841    0.0003691131284761
  0.0142850022548168    0.4728463728273633    0.0049311125588482    0.0003728042597609
  0.0144278522773649    0.4420962099605961    0.0046830245491989    0.0003765323023585
  0.0145721308001386    0.4125455123320120    0.0044709858580174    0.0003802976253821
  0.0147178521081400    0.3994629424414763    0.0043458471044758    0.0003841006016359
  0.0148650306292214    0.3462463076345551    0.0039293877105523    0.0003879416076523
  0.0150136809355136    0.3333883895311445    0.0038407398487989    0.0003918210237288
  0.0151638177448687    0.3056014178705315    0.0037205429377951    0.0003957392339661
  0.0153154559223174    0.2798604973571859    0.0035055818996542    0.0003996966263058
  0.0154686104815406    0.2574880916990367    0.0031797803535568    0.0004036935925688
  0.0156232965863560    0.2338499050202195    0.0029760246375473    0.0004077305284945
  0.0157795295522195    0.2133575328626326    0.0028144245265731    0.0004118078337794
  0.0159373248477417    0.1953909232818751    0.0026719299412726    0.0004159259121172
  0.0160966980962192    0.1839990884714908    0.0025758187728689    0.0004200851712384
  0.0162576650771813    0.1722545757405692    0.0024631341072489    0.0004242860229508
  0.0164202417279532    0.1535612144139416    0.0023142080534327    0.0004285288831803
  0.0165844441452327    0.1351338407108995    0.0021913478878210    0.0004328141720121
  0.0167502885866850    0.1337986886245602    0.0021272283849025    0.0004371423137322
  0.0169177914725519    0.1200873152859435    0.0019527857016272    0.0004415137368695
  0.0170869693872774    0.1029955600092063    0.0017528349083453    0.0004459288742382
  0.0172578390811502    0.0963147275324359    0.0016702046855426    0.0004503881629806
  0.0174304174719617    0.0862259228254846    0.0015967064099087    0.0004548920446104
  0.0176047216466813    0.0761668264664460    0.0015028397995102    0.0004594409650565
  0.0177807688631481    0.0697588805211443    0.0014230208490866    0.0004640353747071
  0.0179585765517796    0.0630564224360986    0.0013375810889536    0.0004686757284542
  0.0181381623172974    0.0568541686693505    0.0012519035832413    0.0004733624857387
  0.0183195439404703    0.0532592414514994    0.0011925810317130    0.0004780961105961
  0.0185027393798750    0.0514852822146519    0.0011645072189786    0.0004828770717021
  0.0186877667736738    0.0466202736637477    0.0011088099013453    0.0004877058424191
  0.0188746444414105    0.0423289741097570    0.0010460180300501    0.0004925829008433
  0.0190633908858246    0.0425076075463527    0.0010377712713565    0.0004975087298517
  0.0192540247946829    0.0389595560774705    0.0009948249320586    0.0005024838171502
  0.0194465650426297    0.0398296753884285    0.0009936585027994    0.0005075086553217
  0.0196410306930560    0.0354701119123118    0.0009312494625390    0.0005125837418749
  0.0198374409999866    0.0352145439890846    0.0009226365337117    0.0005177095792937
  0.0200358154099864    0.0349457646273934    0.0009451473908052    0.0005228866750866
  0.0202361735640863    0.0372685302257529    0.0010178743122354    0.0005281155418375
  0.0204385352997272    0.0320191274652830    0.0009073980396082    0.0005333966972559
  0.0206429206527244    0.0339874204411975    0.0009253596941236    0.0005387306642284
  0.0208493498592517    0.0350722673377233    0.0009324682423549    0.0005441179708707
  0.0210578433578442    0.0350692183413224    0.0009143350603533    0.0005495591505794
  0.0212684217914226    0.0330547123420572    0.0008750405030920    0.0005550547420852
  0.0214811060093369    0.0328874398990360    0.0008617491842841    0.0005606052895061
  0.0216959170694302    0.0323831747798190    0.0008346337169143    0.0005662113424011
  0.0219128762401245    0.0341042523376824    0.0008514507782131    0.0005718734558251
  0.0221320050025258    0.0329972009715840    0.0008362288859829    0.0005775921903834
  0.0223533250525510    0.0332123490854868    0.0008323167504686    0.0005833681122872
  0.0225768583030765    0.0319014116418125    0.0008092045045114    0.0005892017934101
  0.0228026268861073    0.0326003181149918    0.0008158016768441    0.0005950938113442
  0.0230306531549684    0.0322762605606372    0.0008064333708562    0.0006010447494576
  0.0232609596865181    0.0302453990925048    0.0007713493523187    0.0006070551969522
  0.0234935692833833    0.0285124259994312    0.0007445320787504    0.0006131257489217
  0.0237285049762171    0.0283439441070058    0.0007320801606031    0.0006192570064110
  0.0239657900259793    0.0254634219900815    0.0006905716538544    0.0006254495764751
  0.0242054479262390    0.0261341775186461    0.0006952828498314    0.0006317040722398
  0.0244475024055014    0.0256976770467236    0.0006856187990379    0.0006380211129622
  0.0246919774295565    0.0237811905283470    0.0006547908901607    0.0006444013240918
  0.0249388972038520    0.0220467952037446    0.0006268278937416    0.0006508453373328
  0.0251882861758905    0.0202807410085219    0.0005979859518635    0.0006573537907061
  0.0254401690376494    0.0198806403806454    0.0005850972845922    0.0006639273286131
  0.0256945707280259    0.0179436355532254    0.0005549624640819    0.0006705666018993
  0.0259515164353062    0.0165012921713108    0.0005315625120236    0.0006772722679183
  0.0262110315996593    0.0157035920138600    0.0005154166493640    0.0006840449905975
  0.0264731419156559    0.0150612594745362    0.0005040128326458    0.0006908854405034
  0.0267378733348124    0.0136364771558659    0.0004790255530024    0.0006977942949085
  0.0270052520681605    0.0129724437833569    0.0004632194956744    0.0007047722378575
  0.0272753045888421    0.0128346890302319    0.0004577715045066    0.0007118199602361
  0.0275480576347306    0.0113687159722748    0.0004295099233417    0.0007189381598385
  0.0278235382110779    0.0111511783225597    0.0004265458787693    0.0007261275414369
  0.0281017735931887    0.0101681495351848    0.0004076836249484    0.0007333888168512
  0.0283827913291205    0.0095801953968426    0.0003981635727662    0.0007407227050197
  0.0286666192424117    0.0104072931503238    0.0004263229430613    0.0007481299320699
  0.0289532854348359    0.0088355133590262    0.0003853848311578    0.0007556112313906
  0.0292428182891842    0.0090680165684711    0.0003860481476411    0.0007631673437046
  0.0295352464720761    0.0087811648436794    0.0003790509084445    0.0007707990171416
  0.0298305989367968    0.0090963266296063    0.0003934144331269    0.0007785070073130
  0.0301289049261648    0.0078643435830979    0.0003669751841551    0.0007862920773861
  0.0304301939754264    0.0085449876073682    0.0003737877095289    0.0007941549981600
  0.0307344959151807    0.0092409891063464    0.0003902306640547    0.0008020965481416
  0.0310418408743325    0.0083329621413011    0.0003709450787786    0.0008101175136230
  0.0313522592830758    0.0094513201079070    0.0003965876490486    0.0008182186887593
  0.0316657818759066    0.0099453041104536    0.0004169785281432    0.0008264008756468
  0.0319824396946657    0.0093745651691334    0.0004190146066358    0.0008346648844033
  0.0323022640916123    0.0088638918486818    0.0004279051448031    0.0008430115332473
  0.0326252867325284    0.0082894807622928    0.0004321913621079    0.0008514416485798
